name,platform,year_of_release,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,critic_score,critic_count,user_score,user_count,developer,rating,Manufacturer,CountDeveloper,CountPublisher
Valkyria Chronicles II,PSP,2010,Role-Playing,Sega,120000,150000,180000,90000,8.3,54,8.1,67,Sega,T,Nintendo,4,35
Rune Factory: A Fantasy Harvest Moon,DS,2006,Role-Playing,Rising Star Games,350000,10000,140000,30000,7.8,26,8.1,52,Neverland,E,Nintendo,10,34
Dragon's Crown,PS3,2013,Role-Playing,Nippon Ichi Software,250000,70000,170000,50000,8.2,62,8.3,288,Vanillaware,T,Sony,6,46
Magician's Quest: Mysterious Times,DS,2008,Role-Playing,Konami Digital Entertainment,40000,10000,480000,0,6.9,13,7.6,9,Konami,E10+,Nintendo,5,17
Tales of Symphonia,PS3,2013,Role-Playing,Namco Bandai Games,210000,120000,130000,70000,6.48,NA,7.2,6,Namco Bandai Games,T,Sony,2,61
Tales of Symphonia: Dawn of the New World,Weii,2008,Role-Playing,Namco Bandai Games,210000,40000,240000,20000,6.8,46,7.1,93,Bandai Namco Games,T,Nintendo,13,61
Rune Factory 2: A Fantasy Harvest Moon,DS,2008,Role-Playing,Rising Star Games,320000,30000,150000,30000,7.7,14,7.9,30,Neverland,E,Nintendo,10,34
Soul Sacrifice,PSV,2013,Role-Playing,Sony Computer Entertainment,150000,80000,220000,60000,7.7,71,8.2,298,"SCE Japan Studio, comcept",M,Sony,1,23
Monster Hunter,PS2,2004,Role-Playing,Capcom,110000,80000,280000,30000,6.8,37,8.9,46,Capcom,T,Sony,15,16
Tales of Legendia,PS2,2005,Role-Playing,Namco Bandai Games,70000,50000,350000,20000,7.2,37,7.7,38,Namco,T,Sony,10,61
Fantavision,PS2,2000,Puzzle,Sony Computer Entertainment,140000,110000,190000,40000,7.2,18,6.3,9,SCEJ,E,Sony,1,23
Two Worlds II,PS3,2011,Role-Playing,Unknown,260000,100000,60000,50000,7,28,7,65,Reality Pump,M,Sony,3,12
.hack//Outbreak Part 3,PS2,2002,Role-Playing,Atari,140000,110000,170000,40000,7,23,8.7,19,CyberConnect2,T,Sony,4,35
Eternal Sonata,PS3,2008,Role-Playing,Atari,190000,120000,70000,50000,8,34,7.8,117,Tri-Crescendo,T,Sony,4,35
Hyperdimension Neptunia,PS3,2010,Role-Playing,Tecmo Koei,220000,90000,70000,40000,4.5,31,7,148,"Idea Factory, Compile Heart",T,Sony,1,23
Hometown Story,3DS,2013,Role-Playing,Rising Star Games,230000,120000,40000,40000,4.7,14,6,24,TOYBOX,E10+,Nintendo,1,34
Tales of the World: Radiant Mythology,PSP,2006,Role-Playing,Ubisoft,170000,10000,230000,20000,6.6,27,7.8,25,Alfa System,T,Nintendo,4,50
Atelier Totori: The Adventurer of Arland,PS3,2010,Role-Playing,Nippon Ichi Software,120000,60000,210000,30000,7.4,19,6.7,109,Gust,T,Sony,12,46
Mega Man Battle Network,GBA,2001,Role-Playing,Capcom,140000,50000,220000,10000,7.9,10,8.9,24,Capcom,E,Nintendo,15,16
God Eater 2: Rage Burst,PSV,2015,Role-Playing,Namco Bandai Games,0,30000,370000,10000,6.48,NA,8.1,16,Shift,T,Sony,3,61
Katamari Forever,PS3,2009,Puzzle,Namco Bandai Games,260000,40000,60000,40000,7.4,51,8.1,50,Bandai Namco Games,E,Sony,13,61
Rune Factory 3: A Fantasy Harvest Moon,DS,2009,Role-Playing,Rising Star Games,260000,30000,100000,20000,7.7,10,8.6,46,Neverland,E,Nintendo,10,34
Tales of Zestiria,PS4,2015,Role-Playing,Namco Bandai Games,170000,150000,20000,60000,7.2,59,6.8,315,Bandai Namco Games,T,Sony,13,61
Project X Zone,3DS,2012,Role-Playing,Namco Bandai Games,180000,40000,150000,20000,7,53,7.3,146,"Monolith Soft, Banpresto",T,Nintendo,1,61
Kingdom Under Fire: Circle of Doom,X360,2007,Role-Playing,Microsoft Game Studios,180000,120000,40000,30000,5.5,44,5.9,49,Blueside,M,Microsoft,1,16
Xenosaga Episode III: Also sprach Zarathustra,PS2,2006,Role-Playing,Namco Bandai Games,90000,70000,180000,20000,8.1,34,9,59,Monolith Soft,T,Sony,7,61
Rune Factory: Frontier,Weii,2008,Role-Playing,Rising Star Games,160000,130000,40000,30000,7.9,34,8.5,39,Neverland,E10+,Nintendo,10,34
Fragile Dreams: Farewell Ruins of the Moon,Weii,2009,Role-Playing,Rising Star Games,160000,120000,60000,30000,6.7,41,8.3,63,Tri-Crescendo,T,Nintendo,4,34
Dragon Ball Z: Attack of the Saiyans,DS,2009,Role-Playing,Namco Bandai Games,120000,20000,210000,10000,7.3,21,7.9,24,Monolith Soft,E10+,Nintendo,7,61
Sword Art Online: Lost Song,PSV,2015,Role-Playing,Namco Bandai Games,60000,40000,230000,30000,7,4,7.1,27,"Bandai Namco Games, Artdink",T,Sony,2,61
Okage: Shadow King,PS2,2001,Role-Playing,Sony Computer Entertainment,140000,110000,80000,40000,7,23,8.5,14,Zener Works,T,Sony,1,23
Dragon's Crown,PSV,2013,Role-Playing,Nippon Ichi Software,140000,50000,120000,50000,7.8,15,8.4,198,Vanillaware,T,Sony,6,46
Suikoden V,PS2,2006,Role-Playing,Konami Digital Entertainment,80000,60000,190000,20000,7.6,43,7.6,109,Konami,T,Sony,5,17
Persona 2: Eternal Punishment,PS,2000,Role-Playing,Atlus,30000,20000,280000,20000,8.3,11,8.4,25,Atlus Co.,T,Sony,5,17
EverGrace,PS2,2000,Role-Playing,Ubisoft,100000,80000,150000,30000,5.9,12,7.8,4,From Software,T,Sony,14,50
Disgaea 2: Cursed Memories,PS2,2006,Role-Playing,Tecmo Koei,90000,70000,150000,20000,8.4,54,6.4,42,Nippon Ichi Software,T,Sony,18,23
Resonance of Fate,X360,2010,Role-Playing,Sega,120000,130000,60000,30000,7.4,43,7.7,96,Tri-Ace,T,Microsoft,7,35
Eternal Sonata,X360,2007,Role-Playing,Atari,190000,40000,80000,20000,7.9,56,7.9,97,Tri-Crescendo,T,Microsoft,4,35
Beautiful Katamari,X360,2007,Puzzle,Namco Bandai Games,140000,20000,150000,20000,7.3,52,7,40,Now Production,E,Microsoft,3,61
Folklore,PS3,2007,Role-Playing,Sony Computer Entertainment,200000,40000,50000,30000,7.5,55,8.2,145,"Game Republic, JapanStudio",T,Sony,1,23
Fate/Extra,PSP,2010,Role-Playing,Marvelous Interactive,180000,10000,100000,30000,5.8,10,8.1,39,"Image Epoch, Imageepoch",T,Nintendo,9,7
Eternal Ring,PS2,2000,Role-Playing,Ubisoft,100000,70000,100000,30000,6.2,13,5.3,9,From Software,T,Sony,14,50
"Sakura Wars: So Long, My Love",PS2,2005,Role-Playing,Sega,70000,50000,150000,20000,8.1,15,7.3,26,RED Entertainment,T,Sony,2,35
Disgaea 5: Alliance of Vengeance,PS4,2015,Role-Playing,Nippon Ichi Software,110000,80000,60000,40000,8,43,8.1,173,Nippon Ichi Software,T,Sony,18,46
Shadow Hearts,PS2,2001,Role-Playing,Midway Games,90000,70000,100000,20000,7.3,24,8.8,55,Sacnoth,M,Sony,1,7
Suikoden Tierkreis,DS,2008,Role-Playing,Konami Digital Entertainment,90000,10000,150000,10000,7.6,24,7.4,37,Konami,E10+,Nintendo,5,17
Phantasy Star Universe: Ambition of the Illuminus,PS2,2007,Role-Playing,Sega,100000,80000,50000,30000,6.48,NA,8.4,8,Sonic Team,T,Sony,9,35
Etrian Odyssey Untold: The Millennium Girl,3DS,2013,Role-Playing,Atlus,100000,10000,140000,10000,8,41,8.2,89,Atlus,T,Nintendo,9,17
Atelier Ayesha: The Alchemist of Dusk,PS3,2012,Role-Playing,Tecmo Koei,60000,40000,140000,20000,7,17,6.6,120,Gust,T,Sony,12,23
Bomberman Tournament,GBA,2001,Puzzle,Activision,100000,40000,100000,10000,8.8,16,6.3,NA,AI,E,Nintendo,2,39
Disgaea 2: Dark Hero Days,PSP,2009,Role-Playing,Nippon Ichi Software,100000,10000,120000,20000,8.3,33,7.1,47,Nippon Ichi Software,T,Nintendo,18,46
Stella Glow,3DS,2015,Role-Playing,Atlus,160000,10000,50000,20000,7.9,32,8.7,82,"Image Epoch, Imageepoch",T,Nintendo,9,17
Etrian Mystery Dungeon,3DS,2015,Role-Playing,Nippon Ichi Software,90000,10000,130000,10000,7.7,44,7.9,49,Spike Chunsoft,E10+,Nintendo,3,46
Ar tonelico Qoga: Knell of Ar Ciel,PS3,2010,Role-Playing,Tecmo Koei,80000,10000,130000,10000,6.1,27,5.4,101,Gust,M,Sony,12,23
The Legend of Heroes: Trails of Cold Steel,PSV,2013,Role-Playing,Nippon Ichi Software,50000,20000,140000,20000,7.7,20,7.5,132,Falcom,T,Sony,5,46
Cross Edge,PS3,2008,Role-Playing,Nippon Ichi Software,140000,20000,50000,20000,5.2,32,7.2,82,Compile Heart,T,Sony,3,46
Lunar Knights,DS,2006,Role-Playing,Konami Digital Entertainment,170000,10000,40000,10000,8.2,39,7.8,25,Kojima Productions,E10+,Nintendo,1,17
Disgaea: Afternoon of Darkness,PSP,2006,Role-Playing,Tecmo Koei,150000,10000,40000,20000,8.7,37,8.2,69,Nippon Ichi Software,T,Nintendo,18,23
Breath of Fire,GBA,2001,Role-Playing,Ubisoft,110000,40000,60000,0,7.9,17,8.8,9,Capcom,E,Nintendo,15,50
Risen 2: Dark Waters,PS3,2012,Role-Playing,Deep Silver,40000,130000,10000,40000,4.7,13,5.2,37,Piranha Bytes,M,Sony,8,19
Blue Dragon Plus,DS,2008,Role-Playing,Ignition Entertainment,120000,30000,50000,10000,6.9,46,6.5,15,Brownie Brown,E,Nintendo,2,6
The Witch and the Hundred Knight,PS3,2013,Role-Playing,Nippon Ichi Software,70000,20000,100000,20000,5.3,44,7.5,80,Nippon Ichi Software,T,Sony,18,46
Dark Messiah of Might and Magic Elements,X360,2008,Role-Playing,Ubisoft,160000,20000,10000,20000,5.2,27,7,48,Ubisoft Annecy,M,Microsoft,1,50
Odin Sphere: Leifthrasir,PS4,2016,Role-Playing,Nippon Ichi Software,70000,40000,70000,20000,8.7,49,8.2,178,Vanillaware,T,Sony,6,46
Infinite Space,DS,2009,Role-Playing,Sega,60000,50000,70000,10000,7.5,46,9,61,PlatinumGames,T,Nintendo,1,35
The Legend of Heroes: Trails of Cold Steel,PS3,2013,Role-Playing,Nippon Ichi Software,50000,20000,120000,10000,8.6,12,7.7,128,Falcom,T,Sony,5,46
Bleach: The 3rd Phantom,DS,2008,Role-Playing,Sega,100000,20000,70000,10000,5.9,28,8,10,"Sega, Tom Create",T,Nintendo,1,35
Untold Legends: Dark Kingdom,PS3,2006,Role-Playing,Electronic Arts,140000,20000,20000,20000,5.8,40,7.2,36,Sony Online Entertainment,T,Sony,3,34
The Legend of Heroes: Trails of Cold Steel II,PSV,2014,Role-Playing,Nippon Ichi Software,20000,20000,130000,10000,8,23,7.3,73,Falcom,T,Sony,5,46
Sword Art Online: Hollow Realization,PS4,2016,Role-Playing,Namco Bandai Games,60000,20000,100000,20000,6.9,32,7.7,52,Bandai Namco Games,T,Sony,13,61
Fairy Fencer F,PS3,2013,Role-Playing,Nippon Ichi Software,50000,30000,90000,20000,6.5,31,7.4,50,Compile Heart,T,Sony,3,46
Atelier Shallie: Alchemists of the Dusk Sea,PS3,2014,Role-Playing,Tecmo Koei,60000,20000,80000,20000,7.6,26,7.7,44,Gust,E10+,Sony,12,23
Half-Minute Hero,PSP,2009,Role-Playing,Rising Star Games,80000,10000,70000,10000,8.4,41,7.8,38,Opus,E10+,Nintendo,2,34
Trinity Universe,PS3,2009,Role-Playing,Nippon Ichi Software,70000,50000,30000,20000,6.2,25,7.2,28,"Gust, Idea Factory",T,Sony,1,46
Demon Gaze,PSV,2013,Role-Playing,Nippon Ichi Software,40000,20000,80000,20000,7,38,7.4,129,Experience Inc.,T,Sony,3,46
Time and Eternity,PS3,2012,Role-Playing,Nippon Ichi Software,60000,30000,60000,20000,4.2,40,5,78,"Image Epoch, Imageepoch",T,Sony,9,46
Lost Kingdoms,GC,2002,Role-Playing,Activision,100000,20000,40000,0,7.2,22,8,15,From Software,T,Nintendo,14,39
Zoo Keeper,DS,2004,Puzzle,Ignition Entertainment,100000,10000,50000,10000,7.4,40,7.5,13,"Buddiez, Inc.",E,Nintendo,1,6
Ar Nosurge: Ode to an Unborn Star,PS3,2014,Role-Playing,Tecmo Koei,50000,30000,60000,20000,6.7,23,7.8,49,Gust,T,Sony,12,23
Mugen Souls,PS3,2012,Role-Playing,Nippon Ichi Software,40000,20000,80000,10000,5.5,24,7.3,35,"Compile Heart, GCREST",T,Sony,1,46
Tears to Tiara II: Heir of the Overlord,PS3,2013,Role-Playing,Nippon Ichi Software,70000,10000,60000,20000,6.5,18,8.7,41,Aqua Plus,T,Sony,1,46
Bomberman,DS,2005,Puzzle,Ubisoft,100000,10000,30000,10000,7.5,30,7,12,Racjin,E,Nintendo,5,50
Sword Art Online: Hollow Realization,PSV,2016,Role-Playing,Namco Bandai Games,0,40000,100000,10000,6,5,7,8,Bandai Namco Games,T,Sony,13,61
The Legend of Heroes: Trails of Cold Steel II,PS3,2014,Role-Playing,Nippon Ichi Software,20000,20000,110000,10000,9,4,7.8,71,Falcom,T,Sony,5,46
Odin Sphere: Leifthrasir,PSV,2016,Role-Playing,Nippon Ichi Software,20000,20000,90000,10000,9.3,5,7.9,83,Vanillaware,T,Sony,6,46
Shining Soul,GBA,2002,Role-Playing,Atari,30000,10000,90000,0,5.8,13,8.5,8,Next Entertainment,E,Nintendo,1,35
Valhalla Knights: Eldar Saga,Weii,2009,Role-Playing,Rising Star Games,100000,10000,10000,10000,3.5,17,6.7,19,"K2, Kurogane",T,Nintendo,1,34
Hyperdevotion Noire: Goddess Black Heart,PSV,2014,Role-Playing,Idea Factory,40000,10000,60000,20000,6.8,24,7.1,36,Sting,T,Sony,7,7
Baroque,PS2,2007,Role-Playing,Rising Star Games,50000,40000,20000,10000,6,6,8.8,44,Sting,T,Sony,7,34
God Eater 2: Rage Burst,PS4,2015,Role-Playing,Namco Bandai Games,0,10000,90000,0,6.9,35,8,79,Shift,T,Sony,3,61
Sacred 3,PS3,2014,Role-Playing,Deep Silver,30000,40000,30000,10000,5.6,13,3.4,46,"Deep Silver, Keen Games",M,Sony,1,19
Baten Kaitos Origins,GC,2006,Role-Playing,Unknown,60000,20000,20000,0,7.5,21,8.9,23,"Monolith Soft, Namco Bandai Games",T,Nintendo,1,12
Monster Rancher EVO,PS2,2005,Role-Playing,Tecmo Koei,20000,20000,50000,10000,5.8,16,6.8,8,Tecmo,E10+,Sony,1,23
Natural Doctrine,PS4,2014,Role-Playing,Nippon Ichi Software,50000,20000,20000,10000,5.3,31,6,79,Kadokawa,M,Sony,3,46
echochrome,PSP,2008,Puzzle,Sony Computer Entertainment,0,10000,80000,0,7.9,28,7.7,13,"SCE/WWS, SCE Japan Studio",E,Nintendo,1,23
Last Rebellion,PS3,2010,Role-Playing,Nippon Ichi Software,60000,10000,10000,10000,4.4,30,4.6,34,Hit Maker,T,Sony,3,46
Lost Dimension,PSV,2014,Role-Playing,Nippon Ichi Software,30000,10000,20000,20000,7.2,28,8.3,35,FuRyu,T,Sony,2,46
Child of Light,PSV,2014,Role-Playing,Ubisoft,0,40000,20000,10000,8.3,14,7.8,108,Ubisoft Montreal,E10+,Sony,2,50
Mugen Souls Z,PS3,2013,Role-Playing,Nippon Ichi Software,20000,10000,40000,10000,5.7,26,6.4,56,Compile Heart,T,Sony,3,46
Natural Doctrine,PSV,2014,Role-Playing,Nippon Ichi Software,20000,10000,30000,10000,6,7,7.5,29,Kadokawa,M,Sony,3,46
Criminal Girls: Invite Only,PSV,2013,Role-Playing,Nippon Ichi Software,10000,10000,40000,10000,5.5,31,6.7,37,"Image Epoch, Imageepoch",M,Sony,9,46
Odin Sphere: Leifthrasir,PS3,2016,Role-Playing,Nippon Ichi Software,20000,10000,30000,10000,6.48,NA,7,29,Vanillaware,T,Sony,6,46
Grand Kingdom,PSV,2015,Role-Playing,Nippon Ichi Software,10000,10000,40000,10000,7.6,11,8.8,33,Spike Chunsoft,T,Sony,3,46
Tsugunai: Atonement,PS2,2001,Role-Playing,Sony Computer Entertainment,20000,10000,20000,0,6.7,13,6.3,NA,Cattle Call,T,Sony,3,23
Natural Doctrine,PS3,2014,Role-Playing,Nippon Ichi Software,30000,10000,10000,10000,6.48,NA,8.1,17,Kadokawa,M,Sony,3,46
Child of Light,PS4,2014,Role-Playing,Ubisoft,0,10000,40000,0,8.2,46,8,451,Ubisoft Montreal,E10+,Sony,2,50
Brain Age 2: More Training in Minutes a Day,DS,2005,Puzzle,Ninti,3430000,5350000,5320000,1180000,7.7,37,7.1,19,Ninti,E,Nintendo,7,81
Pokí©mon Platinum Version,DS,2008,Role-Playing,Ninti,2760000,1720000,2690000,540000,8.3,46,8.5,203,Game Freak,E,Nintendo,2,81
Pokí©mon Emerald Version,GBA,2004,Role-Playing,Ninti,2570000,1580000,2060000,210000,7.6,28,9,222,Game Freak,E,Nintendo,2,81
Dragon Quest IX: Sentinels of the Starry Skies,DS,2009,Role-Playing,Ninti,630000,670000,4350000,150000,8.7,65,8.8,197,Level 5,E10+,Nintendo,14,81
Professor Layton and the Curious Village,DS,2007,Puzzle,Ninti,1210000,2430000,1030000,520000,8.5,72,8.6,147,Level 5,E,Nintendo,14,81
Professor Layton and the Diabolical Box,DS,2007,Puzzle,Ninti,900000,1760000,920000,370000,8.4,65,8.8,72,Level 5,E10+,Nintendo,14,81
Monster Hunter 4 Ultimate,3DS,2014,Role-Playing,Ninti,680000,480000,2620000,110000,8.6,80,8.7,348,Capcom,T,Nintendo,15,81
Professor Layton and the Unwound Future,DS,2008,Puzzle,Ninti,600000,1570000,820000,270000,8.6,62,9.2,111,Level 5,E10+,Nintendo,14,81
WarioWare: Smooth Moves,Weii,2006,Puzzle,Ninti,860000,1040000,730000,260000,8.3,61,7.4,179,Intelligent Systems,E10+,Nintendo,7,81
Marrison vs. Donkey Kong: Mini-Land Mayhem!,DS,2010,Puzzle,Ninti,1630000,510000,350000,180000,7.9,51,7.7,18,Ninti,E,Nintendo,7,81
Professor Layton and the Last Specter,DS,2009,Puzzle,Ninti,280000,1390000,680000,320000,8.3,58,8.7,52,Level 5,E10+,Nintendo,14,81
Pokí©mon Colosseum,GC,2003,Role-Playing,Ninti,1210000,570000,700000,70000,7.3,37,8,89,Genius Sonority Inc.,E,Nintendo,3,81
Paper Marrison: Sticker Star,3DS,2012,Role-Playing,Ninti,1120000,410000,640000,140000,7.5,69,5.6,382,Intelligent Systems,E,Nintendo,7,81
Pokemon Ranger: Shadows of Almia,DS,2008,Role-Playing,Ninti,940000,530000,620000,180000,6.8,24,8.2,27,"HAL Labs, Creatures Inc.",E,Nintendo,1,81
Paper Marrison: The Thousand-Year Door,GC,2004,Role-Playing,Ninti,1480000,250000,460000,60000,8.7,55,9.4,306,Intelligent Systems,E,Nintendo,7,81
Monster Hunter Tri,Weii,2009,Role-Playing,Ninti,650000,400000,1050000,110000,8.4,70,8.6,219,Capcom,T,Nintendo,15,81
Pokemon Ranger,DS,2006,Role-Playing,Ninti,1280000,30000,730000,120000,6.9,21,7.6,50,HAL Labs,E,Nintendo,2,81
Tetris DS,DS,2006,Puzzle,Ninti,630000,50000,1350000,80000,8.4,56,8.7,44,Ninti,E,Nintendo,7,81
Pokí©mon Mystery Dungeon: Blue Rescue Team,DS,2005,Role-Playing,Ninti,1150000,40000,830000,0,6.2,34,8.1,97,ChunSoft,E,Nintendo,4,81
Fire Emblem: Awakening,3DS,2012,Role-Playing,Ninti,900000,450000,540000,130000,9.2,72,9.1,1130,Intelligent Systems,T,Nintendo,7,81
Golden Sun,GBA,2001,Role-Playing,Ninti,930000,380000,400000,60000,9.1,29,9.3,198,Camelot Software Planning,E,Nintendo,3,81
Dragon Quest VI: Realms of Revelation,DS,2010,Role-Playing,Ninti,200000,140000,1350000,30000,7.8,41,8.1,31,ArtePiazza,T,Nintendo,4,81
Pokemon Battle Revolution,Weii,2006,Role-Playing,Ninti,780000,370000,300000,130000,5.3,34,6.7,106,Genius Sonority Inc.,E,Nintendo,3,81
Pokemon Mystery Dungeon: Explorers of Sky,DS,2009,Role-Playing,Ninti,570000,430000,440000,120000,5.4,26,9,133,ChunSoft,E,Nintendo,4,81
Final Fantasy: Crystal Chronicles,GC,2003,Role-Playing,Ninti,720000,380000,360000,40000,8,55,8.1,94,Square Enix,T,Nintendo,31,81
Pokemon Ranger: Guardian Signs,DS,2010,Role-Playing,Ninti,500000,160000,580000,50000,6.8,25,8.2,25,Creatures Inc.,E,Nintendo,1,81
Pokemon Mystery Dungeon: Gates to Infinity,3DS,2012,Role-Playing,Ninti,440000,290000,470000,70000,5.9,46,6.3,134,"Ninti, Spike Chunsoft",E,Nintendo,1,81
Pokemon XD: Gale of Darkness,GC,2005,Role-Playing,Ninti,710000,190000,310000,30000,6.4,27,8.3,74,Genius Sonority Inc.,E,Nintendo,3,81
Pokemon Super Mystery Dungeon,3DS,2015,Role-Playing,Ninti,480000,350000,340000,80000,6.9,44,8.8,190,"Spike Chunsoft Co. Ltd., Spike Chunsoft",E,Nintendo,1,81
Golden Sun: The Lost Age,GBA,2002,Role-Playing,Ninti,610000,270000,270000,70000,8.6,29,9.5,150,Camelot Software Planning,E,Nintendo,3,81
Captain Toad: Treasure Tracker,WeiiU,2014,Puzzle,Ninti,530000,380000,190000,90000,8.1,78,8.6,377,Ninti EAD Tokyo,E,Nintendo,1,81
Marrison vs. Donkey Kong 2: March of the Minis,DS,2006,Puzzle,Ninti,730000,30000,360000,70000,7.6,32,7.9,17,"Ninti, Ninti Software Technology",E,Nintendo,3,81
Marrison vs. Donkey Kong,GBA,2004,Puzzle,Ninti,680000,250000,210000,20000,8.1,43,8,31,Ninti,E,Nintendo,7,81
Fantasy Life,3DS,2012,Role-Playing,Ninti,330000,370000,370000,60000,7.3,51,8.6,209,"Level 5, Brownie Brown",E10+,Nintendo,1,81
Tales of Symphonia,GC,2003,Role-Playing,Ninti,540000,210000,310000,40000,8.6,60,8.5,176,Namco,T,Nintendo,10,81
Pokemon Conquest,DS,2012,Role-Playing,Ninti,560000,50000,370000,40000,8,40,8.2,89,Koei,E,Nintendo,1,81
Xenoblade Chronicles,Weii,2010,Role-Playing,Ninti,430000,250000,160000,70000,9.2,59,8.9,950,Monolith Soft,T,Nintendo,7,81
Xenoblade Chronicles X,WeiiU,2015,Role-Playing,Ninti,360000,280000,140000,60000,8.4,87,8.9,1548,Monolith Soft,T,Nintendo,7,81
Golden Sun: Dark Dawn,DS,2010,Role-Playing,Ninti,510000,90000,130000,50000,7.9,63,8.1,86,Camelot Software Planning,E10+,Nintendo,3,81
Tetris Party Deluxe,DS,2010,Puzzle,Ninti,280000,300000,120000,70000,7.6,11,6.3,NA,"Tetris Online, Inc",E,Nintendo,2,81
Professor Layton and the Azran Legacy,3DS,2013,Puzzle,Ninti,0,480000,250000,30000,8.1,58,7.9,86,Level 5,E10+,Nintendo,14,81
Sword of Mana,GBA,2003,Role-Playing,Ninti,310000,110000,300000,20000,7.2,31,8.3,25,Brownie Brown,E,Nintendo,2,81
The Last Story,Weii,2011,Role-Playing,Ninti,300000,130000,180000,40000,8,61,8.4,179,"Mistwalker, Artoon",T,Nintendo,3,81
Fire Emblem: Shadow Dragon,DS,2008,Role-Playing,Ninti,290000,20000,270000,30000,8.1,42,7,106,Intelligent Systems,E10+,Nintendo,7,81
Final Fantasy IV Advance,GBA,2005,Role-Playing,Ninti,270000,100000,220000,10000,8.5,30,7.3,70,TOSE,E10+,Nintendo,13,81
Classic NES Series: Dr. Marrison,GBA,2004,Puzzle,Ninti,310000,110000,130000,10000,6.6,10,7.5,6,Ninti,E,Nintendo,7,81
Tetris Party Deluxe,Weii,2010,Puzzle,Ninti,330000,160000,20000,50000,7.2,19,5.8,4,"Tetris Online, Inc",E,Nintendo,2,81
Picross DS,DS,2007,Puzzle,Ninti,170000,20000,300000,20000,8.3,33,8.7,36,Jupiter Corporation,E,Nintendo,6,81
Tactics Ogre: The Knight of Lodis,GBA,2001,Role-Playing,Ninti,130000,50000,310000,10000,8.8,20,9.1,26,Quest,E,Nintendo,1,81
Picross 3D,DS,2009,Puzzle,Ninti,280000,30000,160000,20000,8.3,35,8.4,33,HAL Labs,E,Nintendo,2,81
Bravely Second: End Layer,3DS,2015,Role-Playing,Ninti,170000,100000,180000,30000,8.1,70,7.4,103,Silicon Studio,T,Nintendo,1,81
Children of Mana,DS,2006,Role-Playing,Ninti,160000,10000,290000,10000,6.5,34,6,21,Nex Entertainment,E10+,Nintendo,2,81
Classic NES Series: Pac-Man,GBA,2004,Puzzle,Ninti,250000,90000,120000,10000,5.3,13,6.3,NA,Ninti,E,Nintendo,7,81
Paper Marrison: Color Splash,WeiiU,2016,Role-Playing,Ninti,200000,140000,50000,30000,7.5,72,6.8,208,"Ninti, Intelligent Systems",E,Nintendo,1,81
Fossil Fighters: Frontier,3DS,2014,Role-Playing,Ninti,80000,40000,230000,10000,5.7,25,4.8,19,"RED Entertainment, Spike Chunsoft",E10+,Nintendo,1,81
Planet Puzzle League,DS,2007,Puzzle,Ninti,140000,10000,160000,10000,8.6,25,8.2,15,Intelligent Systems,E,Nintendo,7,81
Etrian Odyssey,DS,2007,Role-Playing,Ninti,190000,20000,90000,20000,7.5,30,8.5,37,"Lancarse, Atlus",T,Nintendo,1,81
Dr. Marrison / Puzzle League,GBA,2005,Puzzle,Ninti,120000,40000,160000,10000,7.4,14,6.3,NA,Intelligent Systems,E,Nintendo,7,81
Pandora's Tower,Weii,2011,Role-Playing,Ninti,110000,100000,80000,20000,7.3,48,8,99,Ganbarion,T,Nintendo,2,81
Tales of Phantasia,GBA,2003,Role-Playing,Ninti,80000,30000,170000,10000,7.6,29,8.1,24,Namco,E10+,Nintendo,10,81
Polarium,DS,2004,Puzzle,Ninti,130000,10000,110000,10000,7.3,34,8.4,17,Mitchell,E,Nintendo,2,81
Meteos,DS,2005,Puzzle,Ninti,150000,10000,60000,10000,8.8,49,7.5,164,Q Entertainment,E,Nintendo,5,81
Solatorobo: Red the Hunter,DS,2010,Role-Playing,Ninti,80000,40000,70000,10000,7.6,40,7.9,23,CyberConnect2,E10+,Nintendo,4,81
Magnetica,DS,2006,Puzzle,Ninti,80000,10000,30000,10000,6.8,33,8.1,11,Mitchell,E,Nintendo,2,81
Kororinpa: Marble Mania,Weii,2006,Puzzle,Ninti,80000,20000,30000,10000,6.9,39,8.7,21,Hudson,E,Nintendo,6,81
Final Fantasy XIII,PS3,2009,Role-Playing,Square Enix,1740000,1210000,1870000,510000,8.3,83,7.3,2483,Square Enix,T,Sony,31,89
Dragon Quest VIII: Journey of the Cursed King,PS2,2004,Role-Playing,Square Enix,650000,750000,3610000,200000,8.9,63,8.8,245,Level 5,T,Sony,14,89
Kingdom Hearts II,PS2,2005,Role-Playing,Square Enix,2200000,580000,1380000,170000,8.7,64,9,766,Square Enix,E10+,Sony,31,89
Crisis Core: Final Fantasy VII,PSP,2007,Role-Playing,Square Enix,1350000,590000,800000,430000,8.3,67,8,463,Square Enix,T,Nintendo,31,89
Final Fantasy XIII-2,PS3,2011,Role-Playing,Square Enix,780000,730000,890000,230000,7.9,53,6.6,707,Square Enix,T,Sony,31,89
Final Fantasy XIII,X360,2010,Role-Playing,Square Enix,1280000,670000,10000,210000,8.2,54,6.3,539,Square Enix,T,Microsoft,31,89
Final Fantasy III,DS,2006,Role-Playing,Square Enix,890000,40000,1070000,90000,7.7,45,7.1,136,Matrix Software,E10+,Nintendo,5,89
Kingdom Hearts: Birth by Sleep,PSP,2010,Role-Playing,Square Enix,630000,410000,750000,260000,8.2,62,8.6,208,Square Enix,E10+,Nintendo,31,89
